Year,Month,Day,Weekday,Hour,T1,T2,T3,T4,Load
2004,9,4,7,10,81,82,86,74,1615843
2004,9,4,7,11,83,85,88,75,1844148
2004,9,4,7,12,84,86,90,74,2021424
2004,9,4,7,13,86,88,92,75,2129984
2004,9,4,7,14,87,87,92,81,2209343
2004,9,4,7,15,87,87,93,79,2238139
2004,9,4,7,16,86,88,95,73,2252499
2004,9,4,7,17,85,86,97,74,2217137
2004,9,4,7,18,83,84,93,74,2128507
2004,9,4,7,19,82,83,90,72,2002862
2004,9,4,7,20,81,82,88,73,1898016
2004,9,4,7,21,80,82,86,73,1854795
2004,9,4,7,22,80,81,84,76,1748246
2004,9,4,7,23,80,81,84,77,1605728
2004,9,4,7,24,80,80,83,77,1461039
2004,9,5,1,1,79,79,82,76,1325402
2004,9,5,1,2,78,79,82,75,1216951
2004,9,5,1,3,77,77,82,73,1115834
2004,9,5,1,4,77,77,83,73,1053234
2004,9,5,1,5,76,76,83,73,1034888
2004,9,5,1,6,76,76,84,72,1019182
2004,9,5,1,7,76,76,83,72,1005350
2004,9,5,1,8,76,76,83,71,1042457
2004,9,5,1,9,76,76,84,71,1155285
2004,9,5,1,10,77,77,84,73,1249400
2004,9,5,1,11,78,79,85,73,1288865
2004,9,5,1,12,79,77,87,72,1263034
2004,9,5,1,13,79,77,88,73,1132996
2004,9,5,1,14,80,78,91,73,1049078
2004,9,5,1,15,79,78,91,73,951131
2004,9,5,1,16,79,78,90,73,906847
2004,9,5,1,17,78,78,91,72,889270
2004,9,5,1,18,77,77,88,71,853735
2004,9,5,1,19,77,77,87,72,801794
2004,9,5,1,20,77,77,86,73,764244
2004,9,5,1,21,77,77,84,74,762563
2004,9,5,1,22,77,77,82,75,727318
2004,9,5,1,23,78,78,82,75,671415
2004,9,5,1,24,78,78,82,75,618271
2004,9,6,2,1,78,78,81,75,560384
2004,9,6,2,2,78,78,83,75,523221
2004,9,6,2,3,78,78,83,75,502469
2004,9,6,2,4,78,78,83,75,500043
2004,9,6,2,5,78,78,83,75,507690
2004,9,6,2,6,77,77,83,74,516157
2004,9,6,2,7,77,77,83,74,540000
2004,9,6,2,8,78,77,84,74,578586
2004,9,6,2,9,78,77,84,75,642169
2004,9,6,2,10,78,77,86,75,728632
2004,9,6,2,11,78,78,88,74,829679
2004,9,6,2,12,78,77,88,71,860881
2004,9,6,2,13,79,79,93,73,877486
2004,9,6,2,14,79,78,91,73,884303
2004,9,6,2,15,79,79,89,73,867943
2004,9,6,2,16,79,79,87,70,877119
2004,9,6,2,17,79,79,86,71,926718
2004,9,6,2,18,78,79,86,73,983719
2004,9,6,2,19,78,79,84,74,1026559
2004,9,6,2,20,78,79,84,74,1077345
2004,9,6,2,21,78,80,83,75,1090990
2004,9,6,2,22,79,79,83,75,1000785
2004,9,6,2,23,78,79,83,74,920599
2004,9,6,2,24,78,79,83,74,854989
2004,9,7,3,1,78,79,83,74,777343
2004,9,7,3,2,77,78,83,73,741821
2004,9,7,3,3,77,78,82,73,719249
2004,9,7,3,4,77,79,81,73,711211
2004,9,7,3,5,78,79,82,73,714689
2004,9,7,3,6,78,79,82,73,751172
2004,9,7,3,7,78,79,82,73,816304
2004,9,7,3,8,78,79,86,73,870534
2004,9,7,3,9,78,80,86,73,952419
2004,9,7,3,10,80,81,88,73,1071009
2004,9,7,3,11,81,81,90,75,1190250
2004,9,7,3,12,82,84,91,75,1284312
2004,9,7,3,13,84,85,91,77,1372321
2004,9,7,3,14,84,85,90,78,1381667
2004,9,7,3,15,84,84,92,79,1414642
2004,9,7,3,16,84,85,93,80,1463052
2004,9,7,3,17,84,85,93,81,1539456
2004,9,7,3,18,84,84,94,81,1598290
2004,9,7,3,19,83,83,93,77,1616114
2004,9,7,3,20,81,82,91,75,1603256
2004,9,7,3,21,80,81,87,76,1630292
2004,9,7,3,22,79,79,85,75,1514649
2004,9,7,3,23,79,79,84,75,1346220
2004,9,7,3,24,78,79,83,74,1180951
2004,9,8,4,1,78,79,83,74,1054076
2004,9,8,4,2,78,79,83,74,982774
2004,9,8,4,3,78,78,82,74,939849
2004,9,8,4,4,77,78,82,73,915167
2004,9,8,4,5,77,78,82,72,911041
2004,9,8,4,6,77,78,82,72,950238
2004,9,8,4,7,76,77,82,72,1046569
2004,9,8,4,8,77,77,84,72,1085661
2004,9,8,4,9,79,79,86,75,1157009
2004,9,8,4,10,81,82,88,78,1295295
2004,9,8,4,11,84,84,90,81,1447449
2004,9,8,4,12,86,86,91,81,1604150
2004,9,8,4,13,86,88,93,80,1729696
2004,9,8,4,14,86,88,92,79,1835129
2004,9,8,4,15,85,86,90,72,1885780
2004,9,8,4,16,85,87,90,77,1916435
2004,9,8,4,17,85,85,91,80,1957506
2004,9,8,4,18,84,84,91,80,2001561
2004,9,8,4,19,83,82,90,78,1994440
2004,9,8,4,20,81,81,88,78,1920093
2004,9,8,4,21,80,80,84,77,1915270
2004,9,8,4,22,79,79,84,75,1764393
2004,9,8,4,23,78,78,82,76,1544150
2004,9,8,4,24,77,78,81,74,1324725
2004,9,9,5,1,76,77,80,73,1161382
2004,9,9,5,2,76,77,79,73,1052786
2004,9,9,5,3,75,77,78,71,994699
2004,9,9,5,4,75,76,78,70,961035
2004,9,9,5,5,75,76,78,70,959427
2004,9,9,5,6,75,75,81,70,1020827
2004,9,9,5,7,74,75,79,69,1155301
2004,9,9,5,8,75,76,82,69,1173784
2004,9,9,5,9,77,77,86,72,1215326
2004,9,9,5,10,80,81,88,77,1317688
2004,9,9,5,11,82,83,86,79,1451382
2004,9,9,5,12,84,85,88,80,1608529
2004,9,9,5,13,86,86,90,81,1758842
2004,9,9,5,14,86,86,90,80,1892666
2004,9,9,5,15,85,86,91,77,1986994
2004,9,9,5,16,84,86,92,75,2025300
2004,9,9,5,17,83,85,91,75,2036646
2004,9,9,5,18,81,81,90,72,1996632
2004,9,9,5,19,79,78,88,72,1882080
2004,9,9,5,20,78,78,86,72,1823030
2004,9,9,5,21,77,77,84,72,1802321
2004,9,9,5,22,76,76,82,72,1670979
2004,9,9,5,23,76,76,82,73,1479563
2004,9,9,5,24,76,75,81,73,1284848
2004,9,10,6,1,75,75,80,73,1128995
2004,9,10,6,2,75,75,79,73,1036564
2004,9,10,6,3,75,75,77,73,974698
2004,9,10,6,4,74,75,77,72,945258
2004,9,10,6,5,74,75,79,72,942033
2004,9,10,6,6,74,74,82,73,1005122
2004,9,10,6,7,74,75,82,72,1158574
2004,9,10,6,8,75,75,82,73,1212613
2004,9,10,6,9,77,77,86,74,1258725
2004,9,10,6,10,80,81,86,75,1374320
2004,9,10,6,11,82,82,88,77,1520126
2004,9,10,6,12,83,84,87,78,1662652
2004,9,10,6,13,84,86,89,78,1793692
2004,9,10,6,14,85,86,90,77,1914126
2004,9,10,6,15,85,86,91,75,1994107
2004,9,10,6,16,85,86,90,74,2049967
2004,9,10,6,17,84,86,90,73,2067263
2004,9,10,6,18,83,84,90,73,2059238
2004,9,10,6,19,81,83,89,73,2008454
2004,9,10,6,20,80,81,87,72,1925167
2004,9,10,6,21,79,81,85,73,1885462
2004,9,10,6,22,78,80,84,72,1748130
2004,9,10,6,23,77,79,84,72,1590378
2004,9,10,6,24,77,78,82,72,1419228
2004,9,11,7,1,77,78,81,72,1266527
2004,9,11,7,2,76,77,81,72,1150708
2004,9,11,7,3,76,77,81,72,1079621
2004,9,11,7,4,76,76,81,72,1036655
2004,9,11,7,5,75,76,81,72,1013136
2004,9,11,7,6,75,76,82,72,1023962
2004,9,11,7,7,75,76,82,72,1069032
2004,9,11,7,8,76,76,82,72,1135993
2004,9,11,7,9,78,79,86,73,1300113
2004,9,11,7,10,80,81,86,75,1504703
2004,9,11,7,11,82,82,86,75,1697920
2004,9,11,7,12,84,84,88,76,1870454
2004,9,11,7,13,85,86,89,78,2009687
2004,9,11,7,14,85,85,90,79,2100702
2004,9,11,7,15,85,87,91,77,2142545
2004,9,11,7,16,84,86,91,77,2146453
2004,9,11,7,17,84,85,91,77,2129696
2004,9,11,7,18,83,83,89,79,2087415
2004,9,11,7,19,81,82,88,75,1985646
2004,9,11,7,20,79,80,86,75,1884510
2004,9,11,7,21,79,79,83,75,1849071
2004,9,11,7,22,78,78,81,75,1708081
2004,9,11,7,23,77,78,82,73,1540354
2004,9,11,7,24,77,77,81,73,1373872
2004,9,12,1,1,76,77,81,73,1221385
2004,9,12,1,2,76,76,79,73,1111561
2004,9,12,1,3,75,76,79,73,1039718
2004,9,12,1,4,75,75,81,73,996252
2004,9,12,1,5,75,75,79,73,969775
2004,9,12,1,6,75,75,82,73,976351
2004,9,12,1,7,75,75,82,73,1015010
2004,9,12,1,8,75,75,82,73,1087808
2004,9,12,1,9,78,77,84,74,1261164
2004,9,12,1,10,80,81,86,75,1463544
2004,9,12,1,11,82,82,86,78,1654796
2004,9,12,1,12,84,85,90,79,1827054
2004,9,12,1,13,85,86,90,81,1980724
2004,9,12,1,14,86,86,90,75,2062281
2004,9,12,1,15,84,85,90,76,2074380
2004,9,12,1,16,83,84,92,75,2050002
2004,9,12,1,17,81,81,91,74,1998417
2004,9,12,1,18,80,81,89,72,1905797
2004,9,12,1,19,79,79,88,72,1815378
2004,9,12,1,20,77,78,86,72,1749110
2004,9,12,1,21,77,77,84,72,1715747
2004,9,12,1,22,76,76,86,72,1576185
2004,9,12,1,23,76,76,86,72,1403407
2004,9,12,1,24,76,75,81,73,1236882
2004,9,13,2,1,76,75,81,73,1099362
2004,9,13,2,2,75,76,81,72,1020829
2004,9,13,2,3,75,76,80,72,975110
2004,9,13,2,4,75,76,80,72,949834
2004,9,13,2,5,75,76,82,72,947713
2004,9,13,2,6,75,75,84,73,1019880
2004,9,13,2,7,75,75,84,72,1173713
2004,9,13,2,8,76,76,84,73,1224268
2004,9,13,2,9,78,79,86,73,1280886
2004,9,13,2,10,80,82,88,73,1420793
2004,9,13,2,11,82,83,88,75,1574285
2004,9,13,2,12,83,85,88,76,1718997
2004,9,13,2,13,84,86,88,77,1840744
2004,9,13,2,14,84,86,89,78,1906287
2004,9,13,2,15,83,85,89,75,1903783
2004,9,13,2,16,81,81,89,73,1838683
2004,9,13,2,17,80,82,89,72,1802923
2004,9,13,2,18,80,80,88,69,1817671
2004,9,13,2,19,79,79,87,70,1799261
2004,9,13,2,20,78,77,85,72,1765400
2004,9,13,2,21,77,77,84,71,1760632
2004,9,13,2,22,77,78,82,71,1623394
2004,9,13,2,23,77,78,84,70,1445100
2004,9,13,2,24,77,78,82,71,1271696
2004,9,14,3,1,77,78,82,71,1133414
2004,9,14,3,2,77,78,82,72,1063400
2004,9,14,3,3,76,78,81,72,1021512
2004,9,14,3,4,77,78,81,72,1002965
2004,9,14,3,5,77,78,82,72,1011753
2004,9,14,3,6,77,77,84,72,1094966
2004,9,14,3,7,76,77,84,72,1269396
2004,9,14,3,8,77,77,84,72,1319292
2004,9,14,3,9,77,78,84,72,1314609
2004,9,14,3,10,79,80,86,73,1363775
2004,9,14,3,11,80,81,86,73,1432873
2004,9,14,3,12,81,82,86,79,1500645
2004,9,14,3,13,82,83,88,79,1581303
2004,9,14,3,14,83,84,86,78,1657047
2004,9,14,3,15,83,84,86,79,1710181
2004,9,14,3,16,83,84,86,79,1741952
2004,9,14,3,17,82,83,87,73,1762222
2004,9,14,3,18,81,82,87,73,1780345
2004,9,14,3,19,80,81,86,73,1780678
2004,9,14,3,20,79,80,85,73,1785773
2004,9,14,3,21,79,80,84,74,1798149
2004,9,14,3,22,79,80,84,74,1683627
2004,9,14,3,23,79,79,84,74,1513123
2004,9,14,3,24,79,80,82,74,1348014
2004,9,15,4,1,78,79,82,73,1217638
2004,9,15,4,2,78,79,81,75,1147005
2004,9,15,4,3,79,79,81,75,1103695
2004,9,15,4,4,79,79,81,75,1084054
2004,9,15,4,5,79,79,82,75,1089437
2004,9,15,4,6,79,79,84,75,1177513
2004,9,15,4,7,79,79,84,77,1350896
2004,9,15,4,8,79,80,84,77,1397860
2004,9,15,4,9,80,80,86,77,1394051
2004,9,15,4,10,82,81,90,79,1461691
2004,9,15,4,11,83,83,90,80,1561793
2004,9,15,4,12,84,85,90,79,1678537
2004,9,15,4,13,85,86,90,79,1782846
2004,9,15,4,14,86,87,90,79,1861918
2004,9,15,4,15,86,86,90,79,1902192
2004,9,15,4,16,85,86,89,79,1954196
2004,9,15,4,17,85,86,89,80,2000558
2004,9,15,4,18,84,84,88,79,2021765
2004,9,15,4,19,83,83,87,76,2013781
2004,9,15,4,20,82,82,86,79,2002901
2004,9,15,4,21,81,82,86,77,1993409
2004,9,15,4,22,81,82,84,79,1855554
2004,9,15,4,23,81,81,84,79,1667471
2004,9,15,4,24,81,81,82,80,1486770
2004,9,16,5,1,80,81,82,79,1356211
2004,9,16,5,2,80,81,82,78,1271137
2004,9,16,5,3,80,81,82,78,1219437
2004,9,16,5,4,80,80,82,77,1185649
2004,9,16,5,5,79,80,82,76,1180510
2004,9,16,5,6,79,80,84,76,1243210
2004,9,16,5,7,79,80,84,76,1391177
2004,9,16,5,8,79,80,84,75,1433439
2004,9,16,5,9,80,81,86,75,1451579
2004,9,16,5,10,81,82,88,77,1533101
2004,9,16,5,11,83,83,88,78,1636993
2004,9,16,5,12,84,85,90,79,1761783
2004,9,16,5,13,86,87,91,79,1889024
2004,9,16,5,14,86,87,92,79,1981257
2004,9,16,5,15,87,88,93,79,2061168
2004,9,16,5,16,87,87,92,81,2114778
2004,9,16,5,17,86,86,91,81,2162011
2004,9,16,5,18,85,86,90,81,2189823
2004,9,16,5,19,83,84,86,79,2142199
2004,9,16,5,20,81,82,86,78,2070382
2004,9,16,5,21,81,81,84,79,2037315
2004,9,16,5,22,80,81,84,77,1878142
2004,9,16,5,23,80,80,84,78,1669559
2004,9,16,5,24,79,79,82,77,1461700
2004,9,17,6,1,79,79,82,77,1303737
2004,9,17,6,2,78,79,82,77,1210579
2004,9,17,6,3,78,79,82,77,1148107
2004,9,17,6,4,78,78,82,76,1118672
2004,9,17,6,5,78,78,81,75,1119609
2004,9,17,6,6,78,78,82,75,1192493
2004,9,17,6,7,77,78,82,73,1360131
2004,9,17,6,8,78,78,84,73,1394976
2004,9,17,6,9,80,80,86,74,1421938
2004,9,17,6,10,82,82,88,77,1555004
2004,9,17,6,11,84,85,90,79,1721179
2004,9,17,6,12,86,86,91,82,1891210
2004,9,17,6,13,88,88,93,83,2036356
2004,9,17,6,14,88,89,93,85,2155876
2004,9,17,6,15,88,89,92,86,2241639
2004,9,17,6,16,89,90,92,85,2217907
2004,9,17,6,17,88,89,92,85,2228109
2004,9,17,6,18,87,88,92,84,2279731
2004,9,17,6,19,85,85,91,80,2208644
2004,9,17,6,20,82,83,89,78,2064061
2004,9,17,6,21,81,82,86,77,1992211
2004,9,17,6,22,80,81,86,75,1815314
2004,9,17,6,23,78,79,86,75,1639843
2004,9,17,6,24,78,79,82,73,1450873
2004,9,18,7,1,77,78,81,70,1280563
2004,9,18,7,2,76,77,80,70,1155622
2004,9,18,7,3,75,75,79,70,1074283
2004,9,18,7,4,74,75,79,69,1014408
2004,9,18,7,5,74,75,80,68,982676
2004,9,18,7,6,73,73,82,68,977234
2004,9,18,7,7,72,73,82,66,1015628
2004,9,18,7,8,73,73,82,67,1075423
2004,9,18,7,9,76,76,84,72,1232436
2004,9,18,7,10,80,80,84,75,1449839
2004,9,18,7,11,82,83,87,79,1646170
2004,9,18,7,12,84,84,88,81,1832289
2004,9,18,7,13,86,87,89,82,2017609
2004,9,18,7,14,87,88,90,82,2158483
2004,9,18,7,15,88,89,90,84,2248206
2004,9,18,7,16,88,89,91,84,2282896
2004,9,18,7,17,88,89,90,84,2293476
2004,9,18,7,18,86,87,89,82,2257147
2004,9,18,7,19,83,84,87,78,2128732
2004,9,18,7,20,79,80,85,72,1948894
2004,9,18,7,21,76,77,83,70,1841577
2004,9,18,7,22,75,77,82,67,1641839
2004,9,18,7,23,75,76,84,66,1458572
2004,9,18,7,24,73,76,80,65,1277516
2004,9,19,1,1,73,75,80,65,1119131
2004,9,19,1,2,72,74,79,64,997602
2004,9,19,1,3,72,74,79,64,916966
2004,9,19,1,4,71,73,79,64,877621
2004,9,19,1,5,71,72,77,63,854751
2004,9,19,1,6,71,72,79,64,852717
2004,9,19,1,7,71,72,81,64,884216
2004,9,19,1,8,71,73,81,64,949478
2004,9,19,1,9,75,76,82,68,1123204
2004,9,19,1,10,78,79,84,71,1335771
2004,9,19,1,11,81,81,86,75,1513532
2004,9,19,1,12,82,82,86,78,1673946
2004,9,19,1,13,83,84,90,79,1837081
2004,9,19,1,14,84,84,91,79,1963368
2004,9,19,1,15,84,84,91,77,2041967
2004,9,19,1,16,84,84,91,74,2069440
2004,9,19,1,17,83,83,90,73,2069894
2004,9,19,1,18,81,81,89,72,2021208
2004,9,19,1,19,79,78,86,72,1915185
2004,9,19,1,20,77,77,84,72,1817583
2004,9,19,1,21,76,75,82,72,1775772
2004,9,19,1,22,75,75,81,71,1593938
2004,9,19,1,23,74,74,80,71,1377895
2004,9,19,1,24,73,74,79,70,1182246
2004,9,20,2,1,73,73,79,69,1036060
2004,9,20,2,2,72,72,80,68,946911
2004,9,20,2,3,71,71,80,67,890859
2004,9,20,2,4,71,71,80,64,861959
2004,9,20,2,5,71,71,81,64,857187
2004,9,20,2,6,71,72,81,63,939549
2004,9,20,2,7,70,71,82,61,1102265
2004,9,20,2,8,70,72,81,63,1131661
2004,9,20,2,9,71,73,78,63,1122590
2004,9,20,2,10,73,75,79,63,1174721
2004,9,20,2,11,74,75,81,66,1251914
2004,9,20,2,12,75,76,82,69,1331255
2004,9,20,2,13,76,77,82,68,1398445
2004,9,20,2,14,76,77,83,67,1429321
2004,9,20,2,15,77,77,87,68,1395125
2004,9,20,2,16,76,75,86,68,1378783
2004,9,20,2,17,76,74,86,68,1404701
2004,9,20,2,18,75,75,82,70,1445132
2004,9,20,2,19,74,74,82,70,1468818
2004,9,20,2,20,74,73,82,70,1507424
2004,9,20,2,21,73,73,81,69,1537099
2004,9,20,2,22,73,73,79,69,1425682
2004,9,20,2,23,73,74,80,68,1266643
2004,9,20,2,24,73,73,79,67,1111804
2004,9,21,3,1,72,74,79,66,982738
2004,9,21,3,2,72,74,79,64,911889
2004,9,21,3,3,72,73,79,64,868650
2004,9,21,3,4,72,73,79,63,849858
2004,9,21,3,5,72,73,80,63,859552
2004,9,21,3,6,71,73,81,63,943643
2004,9,21,3,7,71,73,81,61,1122165
2004,9,21,3,8,71,73,81,63,1158394
2004,9,21,3,9,72,74,82,64,1136813
2004,9,21,3,10,74,75,82,64,1184843
2004,9,21,3,11,76,77,82,69,1279466
2004,9,21,3,12,77,77,83,69,1374396
2004,9,21,3,13,79,80,85,75,1442986
2004,9,21,3,14,80,81,86,75,1479228
2004,9,21,3,15,80,80,87,75,1501427
2004,9,21,3,16,80,80,87,74,1539525
2004,9,21,3,17,79,79,88,75,1595411
2004,9,21,3,18,78,79,88,74,1632202
2004,9,21,3,19,77,77,87,72,1631484
2004,9,21,3,20,76,76,85,72,1634364
2004,9,21,3,21,75,76,82,70,1647209
2004,9,21,3,22,75,75,81,69,1520734
2004,9,21,3,23,75,75,82,69,1337133
2004,9,21,3,24,74,75,80,69,1163163
2004,9,22,4,1,74,75,79,68,1022875
2004,9,22,4,2,74,75,79,68,941513
2004,9,22,4,3,74,75,79,68,895737
2004,9,22,4,4,73,75,79,66,868826
2004,9,22,4,5,72,74,80,66,872586
2004,9,22,4,6,72,73,82,64,951177
2004,9,22,4,7,72,72,81,61,1118431
2004,9,22,4,8,72,72,82,63,1148416
2004,9,22,4,9,76,76,84,70,1161855
2004,9,22,4,10,78,79,86,73,1271315
2004,9,22,4,11,81,82,86,76,1421681
2004,9,22,4,12,82,84,86,78,1563610
2004,9,22,4,13,83,84,88,80,1682477
2004,9,22,4,14,83,84,87,81,1785306
2004,9,22,4,15,84,84,87,82,1863598
2004,9,22,4,16,84,84,87,81,1931491
2004,9,22,4,17,83,84,88,80,1984981
2004,9,22,4,18,82,83,88,79,1999988
2004,9,22,4,19,80,81,87,76,1930966
2004,9,22,4,20,78,78,85,75,1851931
2004,9,22,4,21,76,77,83,73,1809612
2004,9,22,4,22,76,76,82,73,1647814
2004,9,22,4,23,75,75,81,72,1427010
2004,9,22,4,24,74,73,81,70,1217127
2004,9,23,5,1,73,73,81,68,1050130
2004,9,23,5,2,73,73,81,66,953805
2004,9,23,5,3,72,72,81,65,891786
2004,9,23,5,4,72,72,81,64,864312
2004,9,23,5,5,71,72,81,64,866621
2004,9,23,5,6,71,71,81,64,947572
2004,9,23,5,7,71,71,81,64,1123026
2004,9,23,5,8,71,71,81,64,1156032
2004,9,23,5,9,74,74,82,68,1159590
2004,9,23,5,10,78,79,84,73,1262234
2004,9,23,5,11,81,82,84,76,1416956
2004,9,23,5,12,82,83,85,80,1573399
2004,9,23,5,13,84,84,87,81,1721440
2004,9,23,5,14,85,85,88,81,1852923
2004,9,23,5,15,85,86,90,81,1958082
2004,9,23,5,16,86,87,90,81,2045642
2004,9,23,5,17,85,86,89,82,2109519
2004,9,23,5,18,84,84,88,80,2109530
2004,9,23,5,19,81,81,86,78,2023737
2004,9,23,5,20,78,79,84,72,1927460
2004,9,23,5,21,76,76,82,69,1859715
2004,9,23,5,22,75,75,81,67,1667039
2004,9,23,5,23,74,74,81,66,1444193
2004,9,23,5,24,73,73,79,66,1228500
2004,9,24,6,1,72,73,79,67,1054683
2004,9,24,6,2,71,72,78,63,951706
2004,9,24,6,3,70,71,78,62,886394
2004,9,24,6,4,70,70,78,60,847572
2004,9,24,6,5,69,70,78,61,842514
2004,9,24,6,6,69,69,81,61,916352
2004,9,24,6,7,68,68,79,59,1086690
2004,9,24,6,8,69,70,81,60,1117675
2004,9,24,6,9,73,73,82,68,1117272
2004,9,24,6,10,77,78,84,73,1200895
2004,9,24,6,11,81,81,88,78,1334551
2004,9,24,6,12,82,83,88,79,1480576
2004,9,24,6,13,83,84,88,80,1624334
2004,9,24,6,14,84,84,88,78,1745288
2004,9,24,6,15,84,85,89,78,1840457
2004,9,24,6,16,84,85,89,79,1907338
2004,9,24,6,17,83,84,89,77,1939726
2004,9,24,6,18,82,82,87,75,1911427
2004,9,24,6,19,80,80,86,75,1828914
2004,9,24,6,20,77,78,83,74,1749327
2004,9,24,6,21,76,77,80,73,1706216
2004,9,24,6,22,75,76,79,73,1565222
2004,9,24,6,23,75,74,79,72,1410428
2004,9,24,6,24,74,74,79,72,1258925
2004,9,25,7,1,74,74,79,71,1102783
2004,9,25,7,2,73,73,79,70,1003051
2004,9,25,7,3,73,73,79,69,937254
2004,9,25,7,4,73,72,79,68,905947
2004,9,25,7,5,73,72,79,66,897445
2004,9,25,7,6,73,72,79,66,921698
2004,9,25,7,7,72,72,81,66,985513
2004,9,25,7,8,73,72,80,69,1070876
2004,9,25,7,9,75,75,82,71,1218308
2004,9,25,7,10,78,78,85,73,1385842
2004,9,25,7,11,80,81,83,75,1518669
2004,9,25,7,12,81,82,85,77,1641615
2004,9,25,7,13,82,83,86,77,1744511
2004,9,25,7,14,82,83,86,76,1810573
2004,9,25,7,15,83,83,91,79,1868000
2004,9,25,7,16,81,81,86,77,1903632
2004,9,25,7,17,80,81,86,75,1860870
2004,9,25,7,18,79,79,86,75,1809242
2004,9,25,7,19,78,77,85,73,1745171
2004,9,25,7,20,77,77,84,73,1719188
2004,9,25,7,21,76,77,82,73,1703583
2004,9,25,7,22,76,77,81,73,1587423
2004,9,25,7,23,76,76,82,73,1447066
2004,9,25,7,24,76,77,82,73,1300914
2004,9,26,1,1,76,76,82,72,1157541
2004,9,26,1,2,76,76,81,68,1058724
2004,9,26,1,3,75,75,80,67,1006446
2004,9,26,1,4,75,76,79,67,983766
2004,9,26,1,5,75,76,80,66,974688
2004,9,26,1,6,75,76,81,65,988421
2004,9,26,1,7,75,76,81,65,1023465
2004,9,26,1,8,75,75,81,64,1084180
2004,9,26,1,9,75,75,82,64,1191722
2004,9,26,1,10,76,77,82,68,1281309
2004,9,26,1,11,76,77,81,71,1295628
2004,9,26,1,12,78,78,82,73,1252543
2004,9,26,1,13,78,79,83,73,1169903
2004,9,26,1,14,79,79,87,73,1095291
2004,9,26,1,15,79,79,88,73,1023783
2004,9,26,1,16,78,79,86,73,980452
2004,9,26,1,17,78,79,85,73,905758
2004,9,26,1,18,78,79,85,73,876531
2004,9,26,1,19,78,79,87,74,860209
2004,9,26,1,20,77,78,83,73,878925
2004,9,26,1,21,77,77,81,73,847196
2004,9,26,1,22,76,76,80,72,784232
2004,9,26,1,23,76,76,81,71,705808
2004,9,26,1,24,75,75,80,70,630285
2004,9,27,2,1,75,77,80,69,544700
2004,9,27,2,2,75,76,79,68,514508
2004,9,27,2,3,75,74,79,70,497768
2004,9,27,2,4,75,74,79,69,492907
2004,9,27,2,5,75,75,79,69,493158
2004,9,27,2,6,75,75,79,71,522464
2004,9,27,2,7,75,75,79,71,579609
2004,9,27,2,8,75,77,79,70,627033
2004,9,27,2,9,76,78,84,70,713525
2004,9,27,2,10,78,80,90,70,846669
2004,9,27,2,11,79,81,86,70,954262
2004,9,27,2,12,81,82,88,71,1056588
2004,9,27,2,13,82,83,88,71,1161352
2004,9,27,2,14,83,84,88,72,1236217
2004,9,27,2,15,83,85,88,73,1314428
2004,9,27,2,16,83,84,89,72,1380482
2004,9,27,2,17,83,84,89,73,1439016
2004,9,27,2,18,83,84,89,75,1481483
2004,9,27,2,19,81,82,88,75,1485001
2004,9,27,2,20,80,80,90,75,1529576
2004,9,27,2,21,78,80,87,74,1548494
2004,9,27,2,22,77,78,84,73,1410844
2004,9,27,2,23,77,78,81,73,1240104
2004,9,27,2,24,76,77,80,72,1080152
2004,9,28,3,1,75,77,79,72,951070
2004,9,28,3,2,75,76,79,72,868703
2004,9,28,3,3,75,75,79,71,819542
2004,9,28,3,4,74,75,79,70,790347
2004,9,28,3,5,74,75,78,70,785592
2004,9,28,3,6,74,75,81,70,838136
2004,9,28,3,7,74,74,81,68,957640
2004,9,28,3,8,74,75,81,68,1005576
2004,9,28,3,9,76,77,82,73,1053465
2004,9,28,3,10,79,79,84,75,1187090
2004,9,28,3,11,82,82,86,79,1336102
2004,9,28,3,12,84,84,88,82,1497938
2004,9,28,3,13,86,86,90,83,1639620
2004,9,28,3,14,86,86,90,84,1755759
2004,9,28,3,15,87,87,91,82,1841240
2004,9,28,3,16,87,87,90,81,1917155
2004,9,28,3,17,86,87,91,82,1965783
2004,9,28,3,18,85,85,90,81,1984590
2004,9,28,3,19,83,82,89,79,1923841
2004,9,28,3,20,80,81,86,76,1868409
2004,9,28,3,21,78,80,84,73,1828511
2004,9,28,3,22,77,78,82,73,1645726
2004,9,28,3,23,76,77,82,72,1410906
2004,9,28,3,24,75,75,80,72,1201665
2004,9,29,4,1,75,75,79,72,1038333
2004,9,29,4,2,73,74,78,70,942367
2004,9,29,4,3,73,73,77,70,888687
2004,9,29,4,4,72,73,77,69,857387
2004,9,29,4,5,72,73,77,68,857301
2004,9,29,4,6,72,72,79,68,929996
2004,9,29,4,7,72,72,81,68,1085854
2004,9,29,4,8,72,73,81,66,1127292
2004,9,29,4,9,73,74,81,68,1132096
2004,9,29,4,10,76,76,82,70,1222087
2004,9,29,4,11,80,80,86,75,1374790
2004,9,29,4,12,82,82,88,79,1544386
2004,9,29,4,13,84,84,88,82,1711543
2004,9,29,4,14,85,86,90,78,1847520
2004,9,29,4,15,85,86,89,79,1947187
2004,9,29,4,16,85,86,89,79,2026812
2004,9,29,4,17,85,84,90,80,2092097
2004,9,29,4,18,84,84,90,80,2106369
2004,9,29,4,19,82,81,88,79,2038819
2004,9,29,4,20,79,79,85,75,1967287
2004,9,29,4,21,78,79,84,73,1896847
