"date","wp1","wp2","wp3","wp4","wp5","wp6","wp7","usage"
2011022020,0,0.048,0.168,0,0,0.039,0.025,"PrivateTest"
2011022021,0,0.101,0.099,0.011,0,0,0,"PrivateTest"
2011022022,0.01,0.122,0.208,0.088,0,0.026,0,"PrivateTest"
2011022023,0.065,0.153,0.405,0.402,0,0.118,0,"PrivateTest"
2011022100,0.05,0.159,0.84,0.441,0,0.316,0,"PrivateTest"
2011022101,0.05,0.206,0.85,0.204,0,0.184,0.076,"Training"
2011022102,0.005,0.254,0.84,0.094,0,0.118,0.253,"Training"
2011022103,0,0.333,0.84,0.347,0,0.25,0.227,"Training"
2011022104,0.13,0.413,0.889,0.452,0.035,0.474,0.177,"Training"
2011022105,0.286,0.418,0.87,0.623,0.233,0.829,0.556,"Training"
2011022106,0.401,0.376,0.771,0.749,0.324,0.829,0.859,"Training"
2011022107,0.411,0.37,0.672,0.848,0.344,0.855,0.884,"Training"
2011022108,0.436,0.429,0.573,0.882,0.384,0.882,0.707,"Training"
2011022109,0.486,0.259,0.504,0.815,0.49,0.697,0.581,"Training"
2011022110,0.356,0.185,0.632,0.826,0.677,0.776,0.631,"Training"
2011022111,0.516,0.228,0.662,0.86,0.804,0.816,0.657,"Training"
2011022112,0.546,0.286,0.652,0.854,0.758,0.803,0.707,"Training"
2011022113,0.351,0.407,0.642,0.81,0.819,0.803,0.682,"Training"
2011022114,0.456,0.19,0.583,0.915,0.733,0.868,0.707,"Training"
2011022115,0.591,0.18,0.593,0.931,0.708,0.855,0.556,"Training"
2011022116,0.511,0.148,0.593,0.832,0.576,0.618,0.455,"Training"
2011022117,0.155,0.111,0.504,0.562,0.607,0.447,0.404,"Training"
2011022118,0.165,0.095,0.741,0.545,0.501,0.447,0.278,"Training"
2011022119,0.241,0.053,0.632,0.777,0.379,0.658,0.581,"Training"
2011022120,0.371,0.032,0.553,0.788,0.268,0.434,0.227,"Training"
2011022121,0.291,0.005,0.593,0.617,0.445,0.25,0.076,"Training"
2011022122,0.231,0.021,0.553,0.562,0.278,0.303,0.076,"Training"
2011022123,0.185,0.074,0.316,0.518,0.131,0.342,0.227,"Training"
2011022200,0.201,0.111,0.336,0.231,0.106,0.408,0.152,"Training"
2011022201,0.17,0.122,0.336,0.017,0.131,0.145,0.126,"Training"
2011022202,0.185,0.185,0.435,0,0.101,0.039,0.101,"Training"
2011022203,0.195,0.19,0.711,0.088,0.278,0.039,0.051,"Training"
2011022204,0.185,0.206,0.84,0.375,0.384,0.132,0.076,"Training"
2011022205,0.145,0.18,0.613,0.595,0.364,0.303,0.076,"Training"
2011022206,0.386,0.196,0.267,0.523,0.359,0.224,0.126,"Training"
2011022207,0.406,0.233,0.188,0.325,0.238,0.132,0.051,"Training"
2011022208,0.321,0.291,0.326,0.121,0.137,0.066,0.025,"Training"
2011022209,0.16,0.312,0.375,0.105,0.091,0.092,0.101,"Training"
2011022210,0.065,0.497,0.464,0.16,0.126,0.171,0.152,"Training"
2011022211,0.105,0.757,0.573,0.275,0.131,0.132,0.101,"Training"
2011022212,0.175,0.857,0.484,0.226,0.116,0.118,0.152,"Training"
2011022213,0.14,0.683,0.484,0.127,0.091,0.145,0.202,"PrivateTest"
2011022214,0.015,0.418,0.445,0.083,0.111,0.079,0.101,"PrivateTest"
2011022215,0.005,0.164,0.385,0.099,0.056,0.066,0,"PrivateTest"
2011022216,0,0.228,0.346,0.055,0.025,0.066,0,"PrivateTest"
2011022217,0.01,0.27,0.484,0.022,0.01,0.039,0,"PrivateTest"
2011022218,0.045,0.492,0.395,0.022,0,0.039,0,"PrivateTest"
2011022219,0.075,0.349,0.277,0.039,0,0.039,0,"PrivateTest"
2011022220,0.075,0.323,0.247,0,0,0.039,0,"PrivateTest"
2011022221,0.09,0.349,0.109,0,0,0.013,0,"PrivateTest"
2011022222,0.17,0.376,0.079,0,0,0.039,0,"PrivateTest"
2011022223,0.09,0.444,0.079,0.039,0,0.079,0,"PrivateTest"
2011022300,0.02,0.519,0.049,0.138,0,0.066,0,"PrivateTest"
2011022301,0.04,0.794,0.049,0.176,0,0.092,0.025,"PrivateTest"
2011022302,0.04,0.91,0.138,0.061,0,0.092,0,"PrivateTest"
2011022303,0.12,0.958,0.099,0.116,0,0.092,0.025,"PrivateTest"
2011022304,0.201,0.974,0.04,0.132,0,0.197,0.126,"PrivateTest"
2011022305,0.19,0.963,0.03,0.044,0,0.184,0.126,"PrivateTest"
2011022306,0.185,0.783,0.04,0,0,0.053,0,"PrivateTest"
2011022307,0.19,0.55,0,0,0,0.013,0,"PrivateTest"
2011022308,0.165,0.455,0,0,0,0.013,0,"PrivateTest"
2011022309,0.095,0.561,0,0,0.015,0,0,"PrivateTest"
2011022310,0.095,0.519,0,0,0.035,0,0,"PrivateTest"
2011022311,0.105,0.503,0,0,0.03,0,0,"PrivateTest"
2011022312,0.08,0.757,0,0,0.01,0,0,"PrivateTest"
2011022313,0.09,0.64,0,0,0.005,0.013,0.025,"PrivateTest"
2011022314,0.075,0.376,0,0,0.005,0.013,0.051,"PrivateTest"
2011022315,0.06,0.265,0,0,0,0,0,"PrivateTest"
2011022316,0.035,0.201,0,0,0,0,0,"PrivateTest"
2011022317,0.025,0.148,0,0,0,0.013,0.025,"PrivateTest"
2011022318,0.04,0.201,0,0,0,0.053,0.025,"PrivateTest"
2011022319,0.025,0.148,0,0.006,0,0.066,0,"PrivateTest"
2011022320,0.03,0.185,0.02,0,0,0.039,0,"PrivateTest"
2011022321,0.015,0.323,0.079,0.006,0,0.039,0.025,"PrivateTest"
2011022322,0.045,0.344,0.099,0.017,0,0.053,0.025,"PrivateTest"
2011022323,0.045,0.36,0.089,0.033,0,0.066,0.076,"PrivateTest"
2011022400,0.075,0.418,0.099,0.022,0,0.079,0.051,"PrivateTest"
2011022401,0.15,0.402,0.079,0.05,0,0.079,0.051,"PrivateTest"
2011022402,0.216,0.54,0.099,0.149,0,0.197,0.126,"PrivateTest"
2011022403,0.286,0.672,0.04,0.143,0,0.145,0.126,"PrivateTest"
2011022404,0.356,0.63,0.079,0.364,0,0.289,0.328,"PrivateTest"
2011022405,0.491,0.466,0.148,0.474,0.01,0.5,0.404,"PrivateTest"
2011022406,0.436,0.286,0.069,0.523,0.025,0.474,0.278,"PrivateTest"
2011022407,0.346,0.19,0.04,0.485,0.015,0.421,0.202,"PrivateTest"
2011022408,0.396,0.159,0.04,0.364,0.025,0.224,0.202,"PrivateTest"
2011022409,0.406,0.085,0.208,0.452,0.051,0.197,0.303,"PrivateTest"
2011022410,0.291,0.005,0.287,0.298,0.111,0.237,0.177,"PrivateTest"
2011022411,0.266,0.053,0.296,0.215,0.238,0.211,0.076,"PrivateTest"
2011022412,0.226,0.079,0.178,0.193,0.263,0.171,0.051,"PrivateTest"
2011022413,0.15,0.132,0.128,0.154,0.329,0.224,0.101,"Training"
2011022414,0.15,0.132,0.069,0.182,0.425,0.171,0.076,"Training"
2011022415,0.206,0.185,0.049,0.116,0.501,0.145,0.101,"Training"
2011022416,0.266,0.18,0.148,0.066,0.41,0.066,0.051,"Training"
2011022417,0.201,0.36,0.178,0.116,0.399,0.092,0.025,"Training"
2011022418,0.226,0.492,0.178,0.028,0.212,0.039,0.025,"Training"
2011022419,0.165,0.46,0.148,0.176,0.182,0.092,0,"Training"
2011022420,0.085,0.561,0.079,0.121,0.152,0.145,0.152,"Training"
2011022421,0.241,0.64,0.059,0.088,0.152,0.092,0.253,"Training"
2011022422,0.316,0.667,0.119,0.149,0.096,0.105,0.076,"Training"
2011022423,0.211,0.63,0.069,0.05,0.096,0.079,0.051,"Training"
2011022500,0.105,0.566,0.089,0.028,0.091,0.079,0,"Training"
2011022501,0.015,0.519,0.415,0.017,0.091,0.039,0,"Training"
2011022502,0,0.587,0.366,0.017,0.035,0.026,0,"Training"
2011022503,0,0.455,0.306,0.072,0.04,0,0,"Training"
2011022504,0,0.397,0.306,0.088,0.035,0.145,0,"Training"
2011022505,0.02,0.455,0.287,0.171,0.04,0.25,0.126,"Training"
2011022506,0.095,0.386,0.504,0.237,0.056,0.263,0.253,"Training"
2011022507,0.07,0.307,0.583,0.253,0.066,0.237,0.227,"Training"
2011022508,0.14,0.28,0.692,0.353,0.106,0.382,0.328,"Training"
2011022509,0.291,0.317,0.929,0.292,0.187,0.329,0.227,"Training"
2011022510,0.426,0.238,0.949,0.248,0.253,0.316,0.328,"Training"
2011022511,0.286,0.196,0.978,0.259,0.551,0.316,0.328,"Training"
2011022512,0.226,0.354,0.978,0.215,0.814,0.382,0.556,"Training"
2011022513,0.306,0.349,0.978,0.386,0.885,0.395,0.53,"Training"
2011022514,0.366,0.138,0.978,0.342,0.91,0.461,0.53,"Training"
2011022515,0.361,0.074,0.958,0.59,0.94,0.645,0.53,"Training"
2011022516,0.296,0.212,0.939,0.678,0.885,0.789,0.808,"Training"
2011022517,0.451,0.439,0.919,0.645,0.915,0.855,0.884,"Training"
2011022518,0.596,0.63,0.968,0.705,0.859,0.829,0.859,"Training"
2011022519,0.496,0.503,0.949,0.749,0.748,0.842,0.884,"Training"
2011022520,0.697,0.46,0.85,0.733,0.521,0.829,0.859,"Training"
2011022521,0.566,0.455,0.632,0.766,0.344,0.816,0.833,"Training"
2011022522,0.642,0.381,0.267,0.661,0.273,0.684,0.657,"Training"
2011022523,0.596,0.238,0.109,0.551,0.334,0.697,0.606,"Training"
2011022600,0.541,0.397,0.01,0.386,0.061,0.434,0.227,"Training"
2011022601,0.421,0.344,0,0.551,0.066,0.316,0.177,"PrivateTest"
2011022602,0.436,0.407,0,0.639,0.137,0.263,0.152,"PrivateTest"
2011022603,0.461,0.354,0,0.397,0.202,0.171,0.101,"PrivateTest"
2011022604,0.316,0.249,0.04,0.182,0.157,0.132,0.025,"PrivateTest"
2011022605,0.236,0.201,0.178,0.077,0.121,0.105,0,"PrivateTest"
2011022606,0.155,0.18,0.138,0.143,0.101,0.079,0.025,"PrivateTest"
2011022607,0.08,0.153,0.138,0.099,0.106,0.053,0,"PrivateTest"
2011022608,0.02,0.164,0.128,0.028,0.061,0.026,0,"PrivateTest"
2011022609,0.06,0.132,0.119,0.055,0.051,0.026,0,"PrivateTest"
2011022610,0.095,0.116,0.079,0.017,0.01,0.013,0,"PrivateTest"
2011022611,0.075,0.063,0.069,0,0,0.026,0,"PrivateTest"
2011022612,0.02,0.032,0.02,0,0.046,0.039,0,"PrivateTest"
2011022613,0,0.011,0.01,0,0.01,0.079,0,"PrivateTest"
2011022614,0,0,0,0,0,0.053,0,"PrivateTest"
2011022615,0,0,0.01,0,0,0.013,0,"PrivateTest"
2011022616,0,0,0.059,0.011,0,0.053,0,"PrivateTest"
2011022617,0.015,0.011,0.049,0.022,0,0.066,0,"PrivateTest"
2011022618,0.03,0.005,0.079,0.044,0,0.053,0,"PrivateTest"
2011022619,0.04,0.011,0.069,0.022,0,0.039,0,"PrivateTest"
2011022620,0.07,0.026,0.02,0,0,0.039,0.025,"PrivateTest"
2011022621,0.05,0.037,0.049,0,0,0.039,0.025,"PrivateTest"
2011022622,0.025,0.032,0.059,0,0,0.026,0,"PrivateTest"
2011022623,0,0.016,0.03,0,0,0.013,0,"PrivateTest"
2011022700,0,0.021,0.04,0,0,0,0,"PrivateTest"
2011022701,0,0.005,0.049,0,0.015,0.013,0,"PrivateTest"
2011022702,0.02,0,0.049,0,0.03,0.026,0,"PrivateTest"
2011022703,0.06,0,0.089,0.028,0.101,0.053,0.051,"PrivateTest"
2011022704,0.055,0,0.188,0.039,0.187,0.092,0.076,"PrivateTest"
2011022705,0.055,0.042,0.178,0.05,0.243,0.105,0.101,"PrivateTest"
2011022706,0.055,0.069,0.198,0.088,0.202,0.145,0.202,"PrivateTest"
2011022707,0.07,0.053,0.208,0.116,0.207,0.224,0.253,"PrivateTest"
2011022708,0.09,0.063,0.158,0.099,0.243,0.263,0.354,"PrivateTest"
2011022709,0.085,0.09,0.069,0.006,0.238,0.132,0.202,"PrivateTest"
2011022710,0.08,0.069,0.099,0.028,0.298,0.039,0.025,"PrivateTest"
2011022711,0.125,0.048,0.109,0,0.268,0,0,"PrivateTest"
2011022712,0.115,0.042,0.217,0,0.212,0,0,"PrivateTest"
2011022713,0.05,0.032,0.306,0,0.172,0,0,"PrivateTest"
2011022714,0,0.026,0.504,0,0.091,0.013,0,"PrivateTest"
2011022715,0.055,0.016,0.534,0,0.025,0.053,0.051,"PrivateTest"
2011022716,0.16,0.005,0.464,0.05,0.005,0.132,0.101,"PrivateTest"
2011022717,0.221,0.037,0.455,0.099,0.01,0.132,0.126,"PrivateTest"
2011022718,0.185,0.037,0.553,0.198,0,0.289,0.303,"PrivateTest"
2011022719,0.19,0.021,0.375,0.342,0,0.5,0.404,"PrivateTest"
2011022720,0.19,0.069,0.247,0.419,0,0.382,0.328,"PrivateTest"
2011022721,0.125,0.106,0.296,0.264,0,0.329,0.278,"PrivateTest"
2011022722,0.095,0.212,0.257,0.209,0.015,0.289,0.202,"PrivateTest"
2011022723,0.145,0.222,0.247,0.264,0.046,0.355,0.202,"PrivateTest"
2011022800,0.231,0.169,0.099,0.242,0.091,0.224,0.152,"PrivateTest"
2011022801,0.195,0.106,0.158,0.187,0.207,0.132,0.101,"Training"
2011022802,0.15,0.069,0.287,0.083,0.541,0.079,0.076,"Training"
2011022803,0.09,0.085,0.405,0.039,0.9,0.118,0.101,"Training"
2011022804,0.02,0.063,0.247,0,0.93,0.039,0.076,"Training"
2011022805,0.03,0.048,0.296,0,0.9,0.026,0,"Training"
2011022806,0.08,0.09,0.217,0,0.824,0.026,0,"Training"
2011022807,0.025,0.09,0.267,0,0.364,0.013,0,"Training"
2011022808,0,0.053,0.138,0,0.329,0,0,"Training"
2011022809,0,0.09,0.731,0,0.212,0.039,0,"Training"
2011022810,0,0.175,0.909,0.044,0.278,0.118,0.126,"Training"
2011022811,0.005,0.238,0.781,0.287,0.394,0.355,0.404,"Training"
2011022812,0.055,0.466,0.968,0.479,0.268,0.539,0.556,"Training"
2011022813,0.125,0.64,0.889,0.793,0.187,0.776,0.707,"Training"
2011022814,0.521,0.762,0.968,0.882,0.172,0.921,0.934,"Training"
2011022815,0.692,0.81,0.929,0.612,0.126,0.776,0.833,"Training"
2011022816,0.612,0.82,0.958,0.727,0.03,0.789,0.758,"Training"
2011022817,0.672,0.815,0.929,0.799,0.005,0.908,0.859,"Training"
2011022818,0.672,0.778,0.791,0.871,0.243,0.921,0.859,"Training"
2011022819,0.682,0.804,0.692,0.926,0.43,0.934,0.884,"Training"
2011022820,0.787,0.709,0.652,0.937,0.42,0.934,0.884,"Training"
2011022821,0.847,0.741,0.474,0.931,0.389,0.961,0.884,"Training"
2011022822,0.852,0.72,0.257,0.953,0.42,0.961,0.859,"Training"
2011022823,0.857,0.646,0.188,0.953,0.369,0.934,0.707,"Training"
2011030100,0.802,0.55,0.119,0.948,0.738,0.908,0.581,"Training"
2011030101,0.787,0.593,0.119,0.948,0.152,0.882,0.581,"Training"
2011030102,0.607,0.471,0.178,0.92,0.071,0.829,0.657,"Training"
2011030103,0.496,0.349,0.326,0.821,0.44,0.75,0.631,"Training"
2011030104,0.486,0.317,0.385,0.617,0.602,0.618,0.505,"Training"
2011030105,0.386,0.212,0.385,0.309,0.384,0.395,0.354,"Training"
2011030106,0.296,0.048,0.237,0.231,0.501,0.316,0.303,"Training"
2011030107,0.266,0.016,0.168,0.204,0.536,0.263,0.202,"Training"
2011030108,0.231,0.026,0.079,0.121,0.435,0.171,0.101,"Training"
2011030109,0.08,0.116,0.049,0.044,0.207,0.066,0.025,"Training"
2011030110,0.005,0.413,0.04,0,0.066,0,0,"Training"
2011030111,0,0.683,0.01,0,0.04,0,0,"Training"
2011030112,0,0.778,0,0,0,0.013,0,"Training"
2011030113,0.03,0.693,0,0.083,0,0.053,0.025,"PrivateTest"
2011030114,0.14,0.603,0.03,0.198,0,0.237,0.126,"PrivateTest"
2011030115,0.17,0.63,0.03,0.358,0,0.237,0.152,"PrivateTest"
2011030116,0.241,0.672,0.059,0.479,0,0.461,0.303,"PrivateTest"
2011030117,0.361,0.693,0.109,0.595,0.025,0.684,0.53,"PrivateTest"
2011030118,0.451,0.741,0.227,0.788,0.086,0.842,0.682,"PrivateTest"
2011030119,0.441,0.783,0.336,0.848,0.152,0.855,0.707,"PrivateTest"
2011030120,0.446,0.757,0.336,0.837,0.207,0.895,0.758,"PrivateTest"
2011030121,0.461,0.698,0.336,0.832,0.212,0.895,0.808,"PrivateTest"
2011030122,0.632,0.656,0.543,0.898,0.273,0.921,0.833,"PrivateTest"
2011030123,0.752,0.656,0.83,0.926,0.288,0.921,0.833,"PrivateTest"
2011030200,0.752,0.709,0.949,0.981,0.45,0.934,0.934,"PrivateTest"
2011030201,0.892,0.788,0.968,0.992,0.814,0.934,0.96,"PrivateTest"
2011030202,0.922,0.878,0.978,0.992,0.91,0.934,0.96,"PrivateTest"
2011030203,0.932,0.921,0.968,0.992,0.956,0.934,0.96,"PrivateTest"
2011030204,0.917,0.915,0.919,0.986,0.95,0.934,0.934,"PrivateTest"
2011030205,0.922,0.942,0.919,0.964,0.966,0.908,0.884,"PrivateTest"
2011030206,0.912,0.942,0.939,0.931,0.966,0.763,0.783,"PrivateTest"
2011030207,0.902,0.942,0.949,0.821,0.966,0.684,0.556,"PrivateTest"
2011030208,0.882,0.915,0.919,0.661,0.966,0.789,0.657,"PrivateTest"
2011030209,0.822,0.852,0.919,0.876,0.945,0.789,0.657,"PrivateTest"
2011030210,0.772,0.778,0.85,0.959,0.961,0.908,0.909,"PrivateTest"
2011030211,0.857,0.714,0.751,0.975,0.956,0.908,0.909,"PrivateTest"
2011030212,0.902,0.683,0.583,0.953,0.945,0.908,0.934,"PrivateTest"
2011030213,0.942,0.519,0.563,0.964,0.956,0.908,0.934,"PrivateTest"
2011030214,0.932,0.407,0.781,0.948,0.956,0.895,0.934,"PrivateTest"
2011030215,0.932,0.397,0.721,0.926,0.956,0.908,0.934,"PrivateTest"
2011030216,0.922,0.386,0.711,0.931,0.956,0.908,0.934,"PrivateTest"
2011030217,0.862,0.444,0.553,0.887,0.93,0.895,0.934,"PrivateTest"
2011030218,0.842,0.444,0.356,0.81,0.779,0.776,0.884,"PrivateTest"
2011030219,0.687,0.296,0.316,0.744,0.895,0.789,0.833,"PrivateTest"
2011030220,0.617,0.243,0.306,0.656,0.89,0.776,0.783,"PrivateTest"
2011030221,0.667,0.148,0.257,0.705,0.824,0.645,0.732,"PrivateTest"
2011030222,0.647,0.376,0.257,0.601,0.531,0.658,0.606,"PrivateTest"
2011030223,0.586,0.503,0.188,0.617,0.283,0.724,0.379,"PrivateTest"
2011030300,0.316,0.476,0.138,0.601,0.288,0.526,0.253,"PrivateTest"
2011030301,0.185,0.45,0.079,0.606,0.212,0.421,0.202,"PrivateTest"
2011030302,0.09,0.344,0.04,0.523,0.167,0.329,0.152,"PrivateTest"
2011030303,0.06,0.206,0.089,0.408,0.172,0.303,0.101,"PrivateTest"
2011030304,0.05,0.143,0.089,0.237,0.207,0.184,0.101,"PrivateTest"
2011030305,0.035,0.132,0.099,0.149,0.192,0.118,0.025,"PrivateTest"
2011030306,0.005,0.127,0.089,0.022,0.101,0.039,0,"PrivateTest"
2011030307,0,0.153,0.109,0.011,0.025,0.053,0,"PrivateTest"
2011030308,0.04,0.132,0.079,0.006,0.01,0.053,0,"PrivateTest"
2011030309,0.01,0.111,0.03,0,0.005,0.066,0,"PrivateTest"
2011030310,0.015,0.053,0.04,0,0.02,0.066,0,"PrivateTest"
2011030311,0.01,0.011,0.059,0,0.005,0.118,0.076,"PrivateTest"
2011030312,0,0.042,0.148,0,0,0.158,0.177,"PrivateTest"
2011030313,0,0.153,0.208,0.044,0,0.237,0.227,"Training"
2011030314,0,0.228,0.306,0.099,0,0.197,0.152,"Training"
2011030315,0,0.185,0.366,0.094,0,0.105,0.101,"Training"
2011030316,0,0.185,0.504,0.138,0,0.224,0.177,"Training"
2011030317,0.015,0.286,0.573,0.154,0,0.25,0.227,"Training"
2011030318,0.065,0.286,0.603,0.165,0,0.25,0.253,"Training"
2011030319,0.075,0.243,0.366,0.132,0,0.237,0.278,"Training"
2011030320,0.065,0.471,0.385,0.072,0,0.197,0.227,"Training"
2011030321,0.035,0.799,0.553,0.094,0.01,0.197,0.177,"Training"
2011030322,0.03,0.91,0.662,0.154,0.005,0.145,0.126,"Training"
2011030323,0.095,0.899,0.87,0.028,0,0.079,0.051,"Training"
2011030400,0.135,0.772,0.968,0.094,0,0.171,0.202,"Training"
2011030401,0.231,0.704,0.968,0.193,0.01,0.408,0.53,"Training"
2011030402,0.446,0.751,0.978,0.507,0.046,0.5,0.732,"Training"
2011030403,0.536,0.825,0.978,0.793,0.116,0.671,0.884,"Training"
2011030404,0.581,0.899,0.978,0.755,0.131,0.711,0.909,"Training"
2011030405,0.536,0.878,0.978,0.788,0.101,0.882,0.934,"Training"
2011030406,0.551,0.868,0.968,0.76,0.076,0.895,0.934,"Training"
2011030407,0.581,0.714,0.958,0.606,0.116,0.803,0.909,"Training"
2011030408,0.591,0.593,0.8,0.59,0.142,0.553,0.859,"Training"
2011030409,0.386,0.545,0.662,0.529,0.101,0.461,0.909,"Training"
2011030410,0.326,0.508,0.543,0.683,0.066,0.513,0.909,"Training"
2011030411,0.371,0.434,0.455,0.556,0.137,0.5,0.884,"Training"
2011030412,0.376,0.376,0.662,0.501,0.152,0.474,0.859,"Training"
2011030413,0.256,0.349,0.652,0.452,0.061,0.447,0.783,"Training"
2011030414,0.206,0.344,0.82,0.402,0.258,0.382,0.732,"Training"
2011030415,0.201,0.302,0.87,0.408,0.688,0.342,0.606,"Training"
2011030416,0.231,0.27,0.939,0.386,0.809,0.474,0.657,"Training"
2011030417,0.261,0.095,0.949,0.452,0.774,0.408,0.833,"Training"
2011030418,0.431,0.048,0.949,0.32,0.794,0.618,0.783,"Training"
2011030419,0.526,0.053,0.939,0.43,0.652,0.605,0.707,"Training"
2011030420,0.446,0.005,0.949,0.579,0.647,0.618,0.556,"Training"
2011030421,0.356,0,0.958,0.501,0.763,0.579,0.556,"Training"
2011030422,0.386,0,0.968,0.419,0.854,0.579,0.581,"Training"
2011030423,0.506,0,0.978,0.364,0.839,0.421,0.379,"Training"
2011030500,0.556,0,0.968,0.435,0.9,0.421,0.379,"Training"
2011030501,0.501,0,0.968,0.54,0.956,0.421,0.53,"PrivateTest"
2011030502,0.441,0,0.958,0.534,0.956,0.487,0.606,"PrivateTest"
2011030503,0.406,0,0.939,0.369,0.95,0.329,0.48,"PrivateTest"
2011030504,0.356,0,0.909,0.287,0.935,0.342,0.455,"PrivateTest"
2011030505,0.341,0.021,0.909,0.193,0.89,0.303,0.455,"PrivateTest"
2011030506,0.326,0.053,0.889,0.116,0.9,0.303,0.48,"PrivateTest"
2011030507,0.331,0.021,0.958,0.165,0.875,0.276,0.429,"PrivateTest"
2011030508,0.396,0.026,0.968,0.215,0.88,0.316,0.253,"PrivateTest"
2011030509,0.551,0.079,0.968,0.193,0.9,0.539,0.051,"PrivateTest"
2011030510,0.787,0.153,0.968,0.11,0.945,0.605,0.051,"PrivateTest"
2011030511,0.812,0.217,0.958,0.061,0.935,0.368,0.101,"PrivateTest"
2011030512,0.747,0.307,0.939,0.011,0.945,0.158,0.101,"PrivateTest"
2011030513,0.737,0.36,0.958,0,0.956,0.079,0.101,"PrivateTest"
2011030514,0.792,0.418,0.968,0,0.956,0.013,0.076,"PrivateTest"
2011030515,0.602,0.397,0.968,0.044,0.956,0.026,0.025,"PrivateTest"
2011030516,0.511,0.228,0.968,0.171,0.956,0.039,0,"PrivateTest"
2011030517,0.461,0.153,0.86,0.325,0.956,0.237,0.051,"PrivateTest"
2011030518,0.366,0.143,0.395,0.457,0.956,0.408,0.303,"PrivateTest"
2011030519,0.276,0.143,0.484,0.601,0.956,0.592,0.48,"PrivateTest"
2011030520,0.13,0.175,0.84,0.595,0.956,0.658,0.53,"PrivateTest"
2011030521,0.185,0.18,0.899,0.59,0.956,0.579,0.429,"PrivateTest"
2011030522,0.256,0.159,0.662,0.534,0.956,0.605,0.556,"PrivateTest"
2011030523,0.276,0.164,0.583,0.667,0.956,0.724,0.657,"PrivateTest"
2011030600,0.501,0.143,0.534,0.733,0.956,0.75,0.732,"PrivateTest"
2011030601,0.596,0.19,0.474,0.848,0.956,0.842,0.758,"PrivateTest"
2011030602,0.647,0.153,0.385,0.711,0.956,0.829,0.833,"PrivateTest"
2011030603,0.642,0.138,0.306,0.821,0.956,0.868,0.833,"PrivateTest"
2011030604,0.747,0.185,0.296,0.788,0.935,0.882,0.884,"PrivateTest"
2011030605,0.762,0.212,0.267,0.799,0.693,0.829,0.884,"PrivateTest"
2011030606,0.617,0.169,0.257,0.755,0.283,0.816,0.783,"PrivateTest"
2011030607,0.571,0.222,0.267,0.7,0.546,0.829,0.808,"PrivateTest"
2011030608,0.637,0.148,0.316,0.59,0.703,0.711,0.657,"PrivateTest"
2011030609,0.672,0.106,0.346,0.49,0.202,0.592,0.606,"PrivateTest"
2011030610,0.652,0.111,0.326,0.463,0.03,0.526,0.505,"PrivateTest"
2011030611,0.456,0.079,0.336,0.413,0.015,0.434,0.404,"PrivateTest"
2011030612,0.391,0.085,0.356,0.375,0.01,0.368,0.429,"PrivateTest"
2011030613,0.366,0.09,0.385,0.27,0,0.355,0.404,"PrivateTest"
2011030614,0.296,0.063,0.385,0.253,0,0.289,0.354,"PrivateTest"
2011030615,0.251,0.005,0.395,0.22,0,0.342,0.253,"PrivateTest"
2011030616,0.216,0,0.385,0.149,0,0.224,0.101,"PrivateTest"
2011030617,0.13,0,0.405,0.099,0,0.171,0.101,"PrivateTest"
2011030618,0.15,0,0.415,0.061,0,0.184,0.152,"PrivateTest"
2011030619,0.135,0,0.455,0.039,0,0.158,0.202,"PrivateTest"
2011030620,0.12,0,0.474,0.066,0,0.197,0.227,"PrivateTest"
2011030621,0.125,0,0.494,0.121,0,0.184,0.227,"PrivateTest"
2011030622,0.11,0,0.553,0.121,0,0.158,0.177,"PrivateTest"
2011030623,0.1,0,0.553,0.143,0,0.197,0.253,"PrivateTest"
2011030700,0.15,0,0.563,0.176,0,0.263,0.303,"PrivateTest"
2011030701,0.231,0,0.484,0.193,0.02,0.211,0.227,"Training"
2011030702,0.216,0,0.375,0.171,0.046,0.197,0.202,"Training"
2011030703,0.226,0,0.346,0.237,0.046,0.211,0.278,"Training"
2011030704,0.216,0,0.277,0.149,0.046,0.145,0.404,"Training"
2011030705,0.175,0.005,0.198,0.171,0.051,0.184,0.278,"Training"
2011030706,0.185,0.116,0.148,0.209,0.051,0.184,0.227,"Training"
2011030707,0.12,0.434,0.138,0.22,0.056,0.211,0.177,"Training"
2011030708,0.07,0.677,0.109,0.198,0.056,0.171,0.126,"Training"
2011030709,0.085,0.688,0.148,0.309,0.066,0.224,0.126,"Training"
2011030710,0.08,0.735,0.158,0.275,0.071,0.263,0.152,"Training"
2011030711,0.09,0.741,0.188,0.22,0.056,0.197,0.152,"Training"
2011030712,0.055,0.646,0.237,0.088,0.051,0.158,0.126,"Training"
2011030713,0.06,0.524,0.237,0.121,0.056,0.092,0.051,"Training"
2011030714,0.045,0.397,0.168,0.055,0.056,0.092,0.051,"Training"
2011030715,0.055,0.36,0.049,0.011,0.061,0.066,0,"Training"
2011030716,0.04,0.344,0,0,0.046,0.053,0,"Training"
2011030717,0.02,0.291,0,0,0.015,0.053,0,"Training"
2011030718,0.015,0.302,0,0,0.01,0.013,0,"Training"
2011030719,0.06,0.249,0,0,0.025,0.013,0,"Training"
2011030720,0.05,0.249,0,0,0.015,0.026,0,"Training"
2011030721,0.02,0.254,0,0,0.005,0.013,0,"Training"
2011030722,0,0.307,0,0,0.01,0.013,0,"Training"
